query_id,corpus_id
q61676968,d616769d6
q61676968,d61d31046
q61676968,d61d2a890
q61676968,d61d2c15e
q61676968,d61dab45e
q61676968,d61cef506
q61676968,d61d71c54
q61676968,d61d96072
q61676968,d61d92bf2
q61676968,d61e30eec
q6165d620,d6165d666
q6165d620,d61ddcefa
q6165d620,d6167fa90
q6165d620,d61d6922a
q6165d620,d61d65756
q6165d620,d61d7c6ae
q6165d620,d61d6f710
q6165d620,d61650b5a
q6165d620,d61d44e02
q6165d620,d61d2a624
q616523c4,d6165241e
q616523c4,d61e243f4
q616523c4,d61e97bba
q616523c4,d61668eda
q616523c4,d61d89354
q616523c4,d61d88670
q616523c4,d61d7d2b6
q616523c4,d61e2ce1e
q616523c4,d6165bc6c
q616523c4,d61d917c0
q6168676e,d61dd6406
q6168676e,d61d4a7d0
q6168676e,d61d2a23c
q6168676e,d61ddaf38
q6168676e,d61677610
q6168676e,d61d5c458
q6168676e,d6167f266
q6168676e,d61d8d47c
q6168676e,d61d34a7a
q6168676e,d61d921ac
q616abdde,d61d439ee
q616abdde,d61d80e70
q616abdde,d61d3d5bc
q616abdde,d61d8df26
q616abdde,d61d48d04
q616abdde,d61d8aff6
q616abdde,d61d49f2e
q616abdde,d61dbe9a0
q616abdde,d61d3d1ac
q616abdde,d61d5fc20
q616a3986,d61d134ba
q616a3986,d6165e9e4
q616a3986,d61d4d7d2
q616a3986,d61d45942
q616a3986,d61650ce0
q616a3986,d61e1ee40
q616a3986,d61d6206a
q616a3986,d6165b23a
q616a3986,d61d54208
q616a3986,d61650524
q61667c92,d61e35faa
q61667c92,d61d8452a
q61667c92,d61d5b1d4
q61667c92,d61dc9a3a
q61667c92,d61667ce2
q61667c92,d61651dca
q61667c92,d61d9aa64
q61667c92,d61660a50
q61667c92,d6167bf94
q61667c92,d61cf2d32
q61671ce2,d6164f9bc
q61671ce2,d61cf8a02
q61671ce2,d61dca6c4
q61671ce2,d61667648
q61671ce2,d61dbff3a
q61671ce2,d61d30042
q61671ce2,d61dd23f6
q61671ce2,d61d87eb4
q61671ce2,d61d9b90a
q61671ce2,d61e96ad0
q616a1438,d6167f63a
q616a1438,d61d2b844
q616a1438,d61dfa572
q616a1438,d61ddcb30
q616a1438,d6165b23a
q616a1438,d61d8405c
q616a1438,d61d32ca2
q616a1438,d61d60f58
q616a1438,d61e61de4
q616a1438,d61d5f55e
q6165fe2a,d61d4627a
q6165fe2a,d61d4ca58
q6165fe2a,d61d6da14
q6165fe2a,d616624e0
q6165fe2a,d61df60bc
q6165fe2a,d61cf010e
q6165fe2a,d61d4ae6a
q6165fe2a,d61d51ada
q6165fe2a,d61657130
q6165fe2a,d61d99e84
q6167d60a,d61657130
q6167d60a,d61d56ed6
q6167d60a,d61d95d20
q6167d60a,d61e0333e
q6167d60a,d61658b70
q6167d60a,d61d3d5bc
q6167d60a,d61dbb94e
q6167d60a,d61d6da14
q6167d60a,d61d934f8
q6167d60a,d61d80042
q61687ba0,d6165aa4c
q61687ba0,d61d55f7c
q61687ba0,d61d3d5bc
q61687ba0,d61d70598
q61687ba0,d61d9ab4a
q61687ba0,d61d73748
q61687ba0,d6167248a
q61687ba0,d61657130
q61687ba0,d61d80042
q61687ba0,d61cf2300
q6167e154,d61d96478
q6167e154,d61d7a6b0
q6167e154,d61db6b9c
q6167e154,d61d4b518
q6167e154,d61671120
q6167e154,d61d1ea0e
q6167e154,d61d4611c
q6167e154,d61d3b794
q6167e154,d61e05e90
q6167e154,d61d2d770
q61671e90,d61cefdb2
q61671e90,d61dbca42
q61671e90,d61671eea
q61671e90,d61d02142
q61671e90,d61d94eca
q61671e90,d61dcb9f2
q61671e90,d61d92274
q61671e90,d61d56b70
q61671e90,d61d4db24
q61671e90,d61d5d6fa
q61689f9a,d61da2ca0
q61689f9a,d6166fc08
q61689f9a,d6167a112
q61689f9a,d61dea83e
q61689f9a,d61d6fdd2
q61689f9a,d61d41478
q61689f9a,d61d308da
q61689f9a,d61d5f234
q61689f9a,d61dcd0fe
q61689f9a,d61e2a880
q6165cc3e,d61d64676
q6165cc3e,d61d44e02
q6165cc3e,d61d4c300
q6165cc3e,d61d52926
q6165cc3e,d61d7258c
q6165cc3e,d61d575fc
q6165cc3e,d61d84b92
q6165cc3e,d61d46a22
q6165cc3e,d61dd2234
q6165cc3e,d61cf6f72
q61650c9a,d61650ce0
q61650c9a,d61e1ee40
q61650c9a,d61d134ba
q61650c9a,d61d30ede
q61650c9a,d61db9892
q61650c9a,d6165b23a
q61650c9a,d61d60f58
q61650c9a,d6165e9e4
q61650c9a,d61d4d7d2
q61650c9a,d61d45942
q616652b2,d61d59e6a
q616652b2,d61d741a2
q616652b2,d61d7c244
q616652b2,d61d35808
q616652b2,d61651dca
q616652b2,d61dcfc82
